,Unnamed: 0,title,location,house_type,house_code,price,tags,lease,area,orientation,floor,elevator,stall,water,electricity,fuel_gas,heating,facility,description
99,99,整租·沿海赛洛城五期 1室1厅 东/西,朝阳-百子湾-沿海赛洛城五期,1室1厅1卫,BJ1639492406036398080,"6600元/月
            (季付价)","精装,集中供暖",整租,69.61㎡,东 西,中楼层/25层,有,租用车位,民水,民电,有,集中供暖,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,宽带,天然气",【交通出行】小区有公交11路，23路，35路，31路，455路，专71路等等，广渠路上有地铁7号线（百子湾站）出行方便。【周边配套】小区有建设银行，农业银行，中国银行，江苏银行，浦发银行等等，小区东边有大型市场菜篮子，百子湾路上有永辉超市【小区介绍】沿海赛洛城是由美国设计师设计的小区，是2007-2011年陆续建成的小区，小区的主要户型有南北两居，南北三居，小区的物业是万科物业，小区内有石门休闲公园。
100,100,整租·东湖湾二期 1室1厅 南,朝阳-望京-东湖湾二期,1室1厅1卫,BJ1630776409314033664,"19500元/月
            (季付价)","近地铁,精装,集中供暖",整租,100.00㎡,南,高楼层/10层,有,暂无数据,民水,民电,有,集中供暖,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,宽带,天然气",【户型介绍】此房户型整体是全南向，业主在此基础上把中规中矩的户型做了改动，厨房设计成开放式的，更加宽敞入户门和客厅之间增设了一组白色的玻璃隔断，一分为二。卧室再用一组玻璃推拉门隔出一个带户型窗的小工作台。打破拘谨的户型，空间利用率更高，增加舒适度。【装修描述】此房是业主本人亲自设计，精心布置的大一居室，硬装采取的是极简的白色烤漆面板、镜面、玻璃墙，家具家电都是用心定制和挑选的。【出租原因】业主这边近期要搬到别处去住，忍痛割爱。希望找到爱惜房子的租户。【周边配套】出小区西门步行326米即可到达金湖街果蔬好生鲜超市，还有护国寺小吃、兄弟烧烤以及动物咖啡等，步行522米即可到达物美超市，步行865米可到达华彩商业中心、家乐福超市和华谊兄弟影院等，周围休闲娱乐一应俱全 。（以上数据来源高德地图）【小区介绍】东湖湾社区是由北京城建集团开发，再有四星深圳长城物业管家式服务，保安24小时轮岗，小区人车分流，建有儿童娱乐设施，超长小径，园林是香港贝尔集团花费1.2亿打造的下沉式花园，品质东湖湾，居住之选
101,101,整租·芍药居北里 1室1厅 北,朝阳-芍药居-芍药居北里,1室1厅1卫,BJ1642424551356760064,"6500元/月
            (季付价)","新上,近地铁,精装,集中供暖",整租,60.00㎡,北,中楼层/24层,有,暂无数据,民水,民电,有,集中供暖,"洗衣机,空调,衣柜,冰箱,热水器,床,暖气,宽带,天然气",
102,102,整租·朝阳无限 3室2厅 东/东南/南/西/北,朝阳-甘露园-朝阳无限,3室2厅2卫,BJ1628018186404233216,"9900元/月
            (季付价)","集中供暖,双卫生间,随时看房",整租,146.00㎡,东 东南 南 西 北,中楼层/23层,有,暂无数据,民水,民电,有,集中供暖,"衣柜,床,暖气,天然气",
103,103,整租·奥林匹克花园三期 2室1厅 南/北,朝阳-东坝-奥林匹克花园三期,2室1厅1卫,BJ1610511131661565952,"8300元/月
            (季付价)","精装,随时看房",整租,110.00㎡,南 北,中楼层/10层,有,暂无数据,民水,民电,有,自采暖,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,天然气",
104,104,整租·光辉里小区 2室1厅 东南,朝阳-CBD-光辉里小区,2室1厅1卫,BJ1634431484251078656,"8000元/月
            (季付价)","近地铁,集中供暖,随时看房",整租,65.42㎡,东南,中楼层/14层,有,暂无数据,民水,民电,有,集中供暖,"洗衣机,空调,冰箱,热水器",
105,105,整租·华威西里 2室1厅 西南,朝阳-潘家园-华威西里,2室1厅1卫,BJ1618119949702660096,"5100元/月
            (季付价)","近地铁,集中供暖,随时看房",整租,57.00㎡,西南,低楼层/18层,有,暂无数据,民水,民电,有,集中供暖,"洗衣机,空调,衣柜,冰箱,热水器,床,暖气,天然气",
106,106,整租·芍药居5号院 2室1厅 南,朝阳-芍药居-芍药居5号院,2室1厅1卫,BJ1603697372397830144,"7300元/月
            (季付价)","近地铁,精装,集中供暖,随时看房",整租,60.00㎡,南,高楼层/6层,无,租用车位,民水,民电,有,集中供暖,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,天然气",【户型介绍】该房朝南，该房双卧朝南，采光非常好，明厨明卫，主卧朝南带阳台。【装修描述】该房精装修，家具家电齐全，家具家电都比较新，可拎包入住，房屋保持比较好。【周边配套】房子附近有未来购物广场、华联超市、居然之家等各大商场围绕！还可以和朋友、家人到元大都遗址公园、太阳公园玩！附近有中日友好医院、中西医结合医院；附近还有北京银行、建设银行、招商银行、农业银行等各大银行！
107,107,整租·UHN国际村 4室2厅 南/北,朝阳-三元桥-UHN国际村,4室2厅2卫,BJ1629716746803871744,"37000元/月
            (季付价)","近地铁,精装,集中供暖,双卫生间,随时看房",整租,190.00㎡,南 北,中楼层/21层,有,免费使用,民水,民电,有,集中供暖,"空调,冰箱,热水器",【交通出行】小区周边交通非常方便，出小区南门500米上三环（数据来源百度地图），地铁太阳宫站700米（数据来源百度地图），地铁三元桥站1.5公里（数据来源百度地图），与机场线无缝衔接，小区门口有多条公交线路，出行方便。【周边配套】小区周边配套齐全，购物商场有凯德MALL，太阳宫广场、凤凰汇等。附近有交通银行，民生银行，北京银行等。公园有太阳宫公园。医院临近中日友好医院，望京医院等。【小区介绍】UHN国际村是2002-2008年的商品房小区，开发商茂华集团，现在的物业是金地格林物业公司，24小时安保，每栋楼都有独立门禁，独立管家，管家式服务。小区配套设施齐全，设有700米环形跑道，篮球场，网球场，健身房，游泳馆。
108,108,整租·八里庄西里 3室1厅 南/北,朝阳-四惠-八里庄西里,3室1厅1卫,BJ1642467107855663104,"6500元/月
            (季付价)","业主自荐,新上,近地铁,集中供暖",整租,69.50㎡,南 北,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,,
109,109,整租·金星园 4室2厅 南/北,朝阳-三元桥-金星园,4室2厅2卫,BJ1610869434342178816,"25000元/月
            (季付价)","精装,集中供暖,双卫生间",整租,207.78㎡,南 北,高楼层/15层,有,暂无数据,民水,民电,有,集中供暖,"洗衣机,空调,衣柜,冰箱,热水器,床,暖气,天然气",【交通出行】小区2号门门口是尚家楼路公交站（939路），距离三元桥地铁站880米（百度地图）、可换乘机场线，距离太阳宫地铁站760米（百度地图），交通出行便利【周边配套】小区周围配套设施完善，有餐饮、理发、洗衣等便利设施，也有凯德茂、比如世界等大型商业中心。小区周边有地铁10号线及多条公交线路。【小区介绍】金星园是冠城开发商在太阳新城开发的五个住宅小区的第一个，具有示范作用。小区内遍植银杏等乔灌木和桃李等应时花卉，也有小桥流水蜿蜒其间，各楼宇错落有致地掩映在花草树木中间，居住生活在此，让人感到安静、舒适、放松、惬意。
110,110,整租·后现代城A区 1室0厅 北,朝阳-大望路-后现代城A区,1室0厅1卫,BJ1629005762825027584,"6300元/月
            (季付价)","精装,集中供暖",整租,50.67㎡,北,中楼层/14层,有,暂无数据,民水,民电,有,集中供暖,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,天然气",【交通出行】后现代城小区距离7号线大郊亭站约700米（来源于百度地图），距离7号线14号线换成站九龙山站约1200米（来源于百度地图），还有31路、138路、专87路、455路、657路、夜34路等公交车，小区东面临东四环，南临广渠路，出行方便【周边配套】小区东侧有物美超市，永辉超市，九龙山地铁站与合生汇购物中心地铁无缝链接，是集娱乐、餐饮、购物、教育培训为一体占地约20万平米的大型商业综合体， 有建设银行、工商银行、交通银行、浦发银行等。小区非常成熟，小到花店、宠物医院等，配套齐全。【小区介绍】后现代城小区建于2004年-2008年，小区由北京金马文化园房地产开发有限公司开发，物业公司是北京西宇嘉业，小区分A、B、C、D四个区，每个区独立管理，24小时安保系统，小区采用市政集中供暖，24小时热水入户，停车地下车位月租金600元
111,111,整租·康营家园4期D区 2室1厅 南/北,朝阳-中央别墅区-康营家园4期D区,2室1厅1卫,BJ1628999263658704896,"6000元/月
            (季付价)",精装,整租,112.00㎡,南 北,低楼层/28层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,,【装修描述】开发商精装交房，制式装修，简约风格，干净整洁，适合居住，舒适度高。【交通出行】附近的公交有：专200路，857路，696路，850路，915路，远一点的有988路，快速直达专线102路。【周边配套】园区附近有金色河畔高尔夫俱乐部，南边有北京尼克劳斯俱乐部，购物可去马泉营购物中心，北京赛特奥莱。
112,112,整租·阳光上东 2室1厅 东/南/西,朝阳-酒仙桥-阳光上东,2室1厅2卫,BJ1628970507422400512,"25000元/月
            (季付价)","近地铁,精装,集中供暖,双卫生间",整租,143.46㎡,东 南 西,高楼层/7层,有,暂无数据,民水,民电,有,集中供暖,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,宽带,天然气",【交通出行】小区出门上四环，走京密高速去机场交通便利。小区周边有地铁14号线，可转15号线、6号线、1号线、7号线等。距将台站800m，距东风北桥地铁站1000m。公交516芳园南里站，距离小区466米，有401、402、973等公交线【周边配套】1，周边有有大型娱乐购物商场，如颐堤港、蓝色港湾等。 2、医疗有华信医院（三级甲等医院），和睦家医院，美中宜和医院等 。3、教育有可儿幼儿园，3E幼儿园等。4、临东四环北路及将台地铁站。5、有朝阳公园、四得公园、丽都公园【小区介绍】本小区属于阳光上东的C区，由来自6个国家7个设计的建筑公司设计建筑，形成6个不同的国家不同风格的建筑形态，并以建筑师的国籍命名，整个小区以10层的板楼为主，而各栋楼相应组成围合式的组团，多元化的建筑风格在京城乃至中国都极为罕见。绿化面积大
113,113,整租·丽港美度 2室2厅 南/北,朝阳-望京-丽港美度,2室2厅2卫,BJ1628976655118630912,"9600元/月
            (季付价)","精装,集中供暖,双卫生间,随时看房",整租,102.00㎡,南 北,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气",【房源亮点】丽港美度这套房子是正南正北的两居室，南北通透户型，大客厅，客厅带大阳台，两间卧室都带飘窗，居住很舒服。【交通出行】小区门口就有南湖西里公交车站，步行1000米就是望京西公交车站，出行便利。【周边配套】丽港美度小区挨着望京西路，离梦秀商场，永辉超市很近；小区里就有丰巢和电动车充电桩，生活便利。
114,114,整租·10AM新坐标 2室1厅 南/西,朝阳-方庄-10AM新坐标,2室1厅1卫,BJ1628789256191213568,"7500元/月
            (季付价)","近地铁,精装,集中供暖",整租,70.00㎡,南 西,高楼层/30层,有,暂无数据,民水,民电,有,集中供暖,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,天然气",【交通出行】地铁：14号线方庄站464米左右，上接5号线蒲黄榆站，下连10号线十里河站，去东单和国贸都比较方便。（距离来自高德地图 ） 公交：左安门外公交站500米左右，有122路，51路，684路，特12内环，特12外环等。（距离来自高德地图）【周边配套】超市：京东便利店，物美超市，家乐福超市。 公园：龙潭湖公园，方庄体育公园。 商场：新业广场和新城广场。【小区介绍】新坐标小区建于2005年，相比于周边小区，房龄较年轻。小区以小户型为主，面积从27平得星河开间到112平的上下两层复式
115,115,整租·瞰都国际 1室0厅 东北,朝阳-朝阳公园-瞰都国际,1室0厅1卫,BJ1628788967929282560,"7000元/月
            (季付价)","精装,集中供暖,随时看房",整租,47.68㎡,东北,中楼层/25层,有,租用车位,民水,民电,有,集中供暖,"洗衣机,空调,衣柜,电视,冰箱,床,暖气,天然气",【交通出行】瞰都国际小区旁就是地铁14号线东风北桥站305米（此数据来自高德地图)，门口有20多趟公交，出门即可上东四环，交通便利。【周边配套】瞰都国际小区地处朝阳公园旁；久隆百货750米，颐堤港1100米，蓝色港湾1500米（以上距离来自高德地图）生活方便。【小区介绍】瞰都国际小区在四环边上，2005年到2008年的商品房社区，共6栋楼，集中供暖，24小时安保，24小时热水，车位充足。小区里面自带游泳馆及网球场，还有儿童乐园；小区里面有三个小型超市，两个餐厅。
116,116,整租·瞰都国际 1室0厅 东,朝阳-朝阳公园-瞰都国际,1室0厅1卫,BJ1628760583727742976,"7700元/月
            (季付价)","近地铁,精装,集中供暖,随时看房",整租,60.00㎡,东,中楼层/27层,有,租用车位,民水,民电,有,集中供暖,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,宽带,天然气",
117,117,整租·美景东方 1室1厅 南,朝阳-华威桥-美景东方,1室1厅1卫,BJ1628757113914261504,"6000元/月
            (季付价)","近地铁,集中供暖",整租,55.00㎡,南,中楼层/22层,有,暂无数据,民水,民电,有,集中供暖,"洗衣机,空调,电视,冰箱,热水器,床,暖气,天然气",【房源亮点】本房源是一期房源，正规南向的一居室。家具家电基本齐全，高楼层安静视野好不临街。【出租原因】本房是业主的多余房产，现租户即将到期，意欲继续租给有需求的客户，可长租。【小区介绍】小区是02-12年的商品房社区，有门禁管理，楼道有专人保洁，共有12栋楼，四个小花园加一个下沉式花园，环境宜居。
118,118,整租·华严北里小区 1室1厅 东南,朝阳-健翔桥-华严北里小区,1室1厅1卫,BJ1628740338824773632,"5800元/月
            (季付价)","精装,集中供暖,随时看房",整租,47.43㎡,东南,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,"洗衣机,空调,衣柜,电视,冰箱,热水器,床,暖气,宽带,天然气",
119,119,整租·华纺星海家园 1室1厅 西,朝阳-东坝-华纺星海家园,1室1厅1卫,BJ1628712848156786688,"4166元/月
            (季付价)",随时看房,整租,52.05㎡,西,中楼层/28层,有,暂无数据,民水,民电,有,自采暖,"洗衣机,空调,衣柜,床,暖气",
